country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in-country_partner,harvest_year,grading_date,owner,variety,status,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,overall,defects,total_cup_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,bean_type,mouthfeel,uniform_cup,bitter_and_sweet,salt_and_acid,fragrance_and_aroma
Taiwan,祖嵐咖啡莊園,533 藝妓Gesha,益豐機械咖啡豆去皮脫殼機剝殼機兩用設備 100型,,祖嵐咖啡莊園,500,復興區義盛里大利幹部落農園,陳曉芬,1,10.0,Blossom Valley International宸嶧國際,2024 / 2025,2025-03-19,陳曉芬,Gesha,Completed,Natural / Dry,8.17,8.08,7.75,7.75,7.75,7.83,10.0,10,10.0,8.0,0,85.33,0.095,3.0,0,Green,1.0,2026-03-19,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,arabica,,,,,
Kenya,KAMUNDU ESTATE,SAS: 7417 AB TOP,Sasini Coffee Mill,,Sasini Plc,1800-2100,MT KENYA,SASINI PLC - KAMUNDU ESTATE,132,60.0,Kenya Coffee Traders Association,2024 / 2025,2025-03-18,Eric Gatheca Gitau,SL28,Completed,Washed / Wet,8.08,7.92,7.67,7.83,8.0,7.92,10.0,10,10.0,7.92,0,85.33,0.109,0.0,0,Green,5.0,2026-03-18,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,arabica,,,,,
Taiwan,大鋤花間咖啡生態農場(Dachu Coffee Estate),2025臺南市國產精品咖啡評鑑批次,大鋤花間咖啡生態農場(Dachu Coffee Estate),,Taiwan Coffee Laboratory,700-750,"臺南市東山區 Dongshan Dist., Tainan City","郭雅聰(KUO,YA-TSUNG）",1,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Geisha+Venecia+Yallow Bourbon+ Purpurascens,Completed,Natural / Dry,8.0,8.17,7.92,7.83,7.67,7.83,10.0,10,10.0,7.92,0,85.33,0.09300000000000001,0.0,1,Yellowish,0.0,2026-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,金蓉咖啡莊園（Jinrong Coffee Estat）,2025臺南市國產精品咖啡評鑑批次,金蓉咖啡莊園（Jinrong Coffee Estat）,,Taiwan Coffee Laboratory,680,"臺南市東山區 Dongshan Dist., Tainan City","黃美蓉(Huang,Mei-Jung )",1,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.92,8.08,7.92,7.92,7.92,7.83,10.0,10,10.0,7.75,0,85.33,0.092,0.0,0,GREENISH,0.0,2026-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Thailand,Doi Tung Development Project,Typica Natural Process (ICP Rank 2 - 2024),Doi Tung Development Project,,Mae Fah Luang Foundation,1200,"Mae Fah Luang, Chiang Rai",Tanawith Thirintong,1,10.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Sitthinadda Paphavasit,Typica,Completed,Natural / Dry,8.0,8.0,7.92,7.83,7.83,7.83,10.0,10,10.0,7.83,0,85.25,0.094,0.0,0,Yellow-Green,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Guatemala,El Carmen Metzabal,11/63/768,Beneficio Seco (Patios),11/63/768,Asociación Nacional del Cafe,4500-5000,Atitlán,"San Lázaro, S.A.",250,69.0,Asociacion Nacional Del Café,2024 / 2025,2025-05-19,Evelin Isabel Hernández Paxtor,Catuai,Completed,Washed / Wet,7.75,8.0,7.83,8.0,7.92,7.92,10.0,10,10.0,7.83,0,85.25,0.11,0.0,0,Green,2.0,2026-05-19,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080,arabica,,,,,
Vietnam,8Ro Company,A304,8Ro Company,,8RoCompany,1400,"Quảng Tín, Đăk Rlấp, Đắk Nông",Đinh Tiên Bảo San,5000,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Đinh Tiên Bảo San,Catimor,Completed,Washed / Wet,8.08,8.0,7.83,7.92,7.75,7.83,10.0,10,10.0,7.83,0,85.25,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,arabica,,,,,
Vietnam,Intenso Coffee Roasters,A650,Intenso Coffee Roasters,,cong ty tnhh ca phe sach intenso,1550,"Trạm Hành, Cầu Đất, Lâm Đồng",Tạ Tuấn Anh,200,1.0,HQJ Coffee School,2024 / 2025,2025-07-09,Ta tuan anh,"Moka, Typica",Completed,Natural / Dry,8.08,8.0,7.83,7.83,7.75,7.83,10.0,10,10.0,7.92,0,85.25,0.11,0.0,0,Green,0.0,2026-07-09,HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,arabica,,,,,
Taiwan,泥妲咖啡Nita Coffee Manor,2025花蓮縣第九屆精品咖啡評鑑批次,泥妲咖啡Nita Coffee Manor,,Taiwan Coffee Laboratory,600,"Xiulin Township, Hualien County","戴豐秋DAI,FONG-CIOU",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.92,8.0,7.83,7.92,7.75,7.92,10.0,10,10.0,7.92,0,85.25,0.11599999999999999,0.0,0,Green,0.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Cambodia,PIDA COFFEE FARM,AR1,PIDA COFFEE FARM,,Babros Coffee Works,700,Mondulkiri,PIDA COFFEE FARM,3,30.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-03-24,BABROS COFFEE WORKS,Catimor,Completed,Aerobic natural,7.92,8.0,7.58,8.17,7.75,7.83,10.0,10,10.0,7.92,0,85.17,0.12,0.0,1,Green,0.0,2026-03-24,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,arabica,,,,,
Ethiopia,Chelba,AMG/NYCG1/2/25,Chelba washing station,010/0398/0486,Taiwan Coffee Laboratory,1800-2200,SNNP Gedeo Zone Ethiopia,Chelba washing station,840,60.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,Hairloom,Completed,Natural / Dry,7.92,8.0,7.75,7.92,7.92,7.83,10.0,10,10.0,7.83,0,85.17,0.102,0.0,0,greenish,2.0,2026-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,九一七農場917 Farm,2025花蓮縣第九屆精品咖啡評鑑批次,九一七農場917 Farm,,Taiwan Coffee Laboratory,300,"Yuli Township, Hualien County","黃怡瑄HUANG,YI-SYUAN",1,6.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,Catimor,Completed,Natural / Dry,7.92,8.0,7.83,7.83,7.75,7.83,10.0,10,10.0,8.0,0,85.17,0.122,0.0,0,YELLOWISH,1.0,2026-09-12,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,泥妲咖啡 Nita Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S107",泥妲咖啡 Nita Coffee Manor,,Taiwan Coffee Laboratory,600,"花蓮縣秀林鄉 Xiulin Township, Hualien County","戴豐秋 Dai,fong-ciou",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,8.0,7.92,7.67,7.92,7.75,8.0,10.0,10,10.0,7.92,0,85.17,0.10400000000000001,0.0,1,Yellow-Green,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Kenya,TINGANGA ESTATE,SAS: 7418 AB FAQ,Sasini Coffee Mill,,Sasini Plc,1800-2150,MT KENYA,SASINI PLC - TINGANGA ESTATE,150,60.0,Kenya Coffee Traders Association,2024 / 2025,2025-03-18,Eric Gatheca Gitau,SL34,Completed,Washed / Wet,8.0,8.0,7.58,7.83,7.92,7.92,10.0,10,10.0,7.92,0,85.17,0.111,0.0,0,Green,5.0,2026-03-18,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,arabica,,,,,
Thailand,ไร่ดินดี tea&coffee,1,wet hull,,Rai Dindee Tea&Coffee,1350,Ban Doi-Ngam,Hassadin Merlae,2,10.0,Specialty Coffee Institute of Thailand,2022 / 2023,2024-11-07,Hassadin Merlae,Catimor,Completed,Washed / Wet,7.92,8.0,7.83,7.92,7.83,7.75,10.0,10,10.0,7.83,0,85.08,0.095,0.0,0,,0.0,2025-11-07,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Vietnam,ARA FARM VƯỜN HOÀNG LUẬN,TT02,dry mill,,Total feeling coffee,550,QUANG TRI,ARA FARM VƯỜN HOÀNG LUẬN,1,2.0,STONE VILLAGE LAB VIETNAM,2024 / 2025,2025-06-30,NGUYEN VAN HOA,Catimor,Completed,Natural / Dry,8.08,7.83,7.75,7.83,7.83,7.92,10.0,10,10.0,7.83,0,85.08,0.113,0.0,0,Green,1.0,2026-06-30,STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,arabica,,,,,
Kenya,KAMUNDU ESTATE,SAS: 7429 AA TOP,Sasini Coffee Mill,,Sasini Plc,1800-2150,MT KENYA,SASINI PLC - KAMUNDU ESTATE,88,60.0,Kenya Coffee Traders Association,2024 / 2025,2025-03-25,Eric Gatheca Gitau,SL28,Completed,Washed / Wet,7.83,7.75,7.83,8.08,7.83,7.92,10.0,10,10.0,7.83,0,85.08,0.11,0.0,0,Green,1.0,2026-03-25,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,arabica,,,,,
Taiwan,一斗夢咖啡莊園 A Bucket of Dreams Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S041",一斗夢咖啡莊園 A Bucket of Dreams Coffee Manor,,Taiwan Coffee Laboratory,180,"花蓮縣壽豐鄉 Shoufeng Township, Hualien County",黃則恭 HUANG ZE GONG,1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.83,7.83,7.83,7.83,7.75,7.92,10.0,10,10.0,8.0,0,85.0,0.11199999999999999,0.0,0,Greenish,3.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Thailand,weerasak family,14,Doichang and Pangkhong,,"Neo Java Co., Ltd.",1300,เชียงราย,Weerasak Sathitsapsin,10,100.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-09-23,ShuChan (Jennifer) Lin,Catimor,Completed,Natural / Dry,8.0,8.0,7.83,7.83,7.58,7.83,10.0,10,10.0,7.92,0,85.0,0.106,0.0,0,Pale Greenish,4.0,2026-09-23,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Guatemala,Finca Alta Luz,11/63/889,Beneficio Seco (Patios),11/63/889,Asociación Nacional del Cafe,1300-1400,Huehuetenango,María de los Angeles Perez,300,30.0,Asociacion Nacional Del Café,2024 / 2025,2025-05-19,Evelin Isabel Hernández Paxtor,Bourbon,Completed,Washed / Wet,7.75,8.0,7.67,8.0,7.83,7.92,10.0,10,10.0,7.83,0,85.0,0.111,0.0,1,Green,2.0,2026-05-19,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080,arabica,,,,,
Kenya,VARIOUS,CN 4124250506 - K33182,KIRINYAGA MILL,37/00045/250506,C.DORMAN SEZ LTD,1600-1800,KIRINYAGA,VARIOUS,600,30.0,Kenya Coffee Traders Association,2024 / 2025,2025-02-25,Gilbert Maina,SL28,Completed,Washed / Wet,8.08,7.83,7.75,7.67,8.0,7.83,10.0,10,10.0,7.83,0,85.0,0.11,0.0,0,Green,2.0,2026-02-25,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,arabica,,,,,
Thailand,SOFT Coffee,Wash Carbonic,"Mogoju Bean co.,ltd.",,SOFT Coffee,1200,"Omkoi,Chiangmai,Thailand",Ms.Radchadaporn Junprasert,2,25.0,Specialty Coffee Institute of Thailand,2023 / 2024,2024-10-29,Radchadaporn,"Catimor ,Typica, Bourbon",Completed,Wash Carbonic Process,7.92,7.92,7.75,7.92,7.67,7.83,10.0,10,10.0,8.0,0,85.0,0.10300000000000001,0.0,0,,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Thailand,soomio farm,1,hulling,,Soomio coffee farm,1480,Maesruai Chaingrai,sinthop juepa,1,10.0,Specialty Coffee Institute of Thailand,2022 / 2023,2024-10-29,Sinthop Juepa,Typica,Completed,Washed / Wet,7.83,7.92,7.92,7.92,7.92,7.83,10.0,10,10.0,7.67,0,85.0,0.10800000000000001,0.0,0,,0.0,2025-10-29,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Thailand,Leepee coffee,500,แปรรูป,,เกษตรกร,1400,ภาคเหนือ,dry,20,15.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,อาโช พิสัยเลิศ,Catimor,Completed,Natural / Dry,8.0,8.0,7.75,7.75,8.0,7.67,10.0,10,10.0,7.83,0,85.0,0.139,0.0,0,Yellowish,0.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Colombia,VARIOS,3-01-17557,"ALMACAFE ARMENIA, QUINDIO",3-01-17557,Federación de cafeteros de Colombia,1100 a 1800,QUINDIO,VARIOS,375,70.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,2025-09-25,Camilo Mosquera,Other,Completed,Washed / Wet,8.08,7.83,7.67,7.92,7.92,7.75,10.0,10,10.0,7.83,0,85.0,0.105,0.0,0,Green,2.0,2026-09-25,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,arabica,,,,,
Thailand,Yai-Orn,W07,mogojubean,,Yai-orn,1200,Chiangmai,Buachum Jakkaew,4,25.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,Buachum Jakkaew,Mix typica bourbon catuai Caturra,Completed,Washed / Wet,7.92,7.92,7.83,7.83,7.75,7.83,10.0,10,10.0,7.92,0,85.0,0.126,0.0,0,Green,0.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Kenya,GULMARG ESTATE,SAS: 7247 AB TOP,Sasini Coffee Mill,,Sasini (K) Limited,1800-2100,MT KENYA,SASINI PLC - GULMARG ESTATE,1280,60.0,Kenya Coffee Traders Association,2024 / 2025,2025-01-21,Eric Gatheca Gitau,SL28,Completed,Washed / Wet,8.17,7.92,7.75,7.75,7.83,7.83,10.0,10,10.0,7.75,0,85.0,0.11,0.0,0,Greenish,5.0,2026-01-21,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,arabica,,,,,
"Tanzania, United Republic Of",IYENGA,S75511/P06515,CITY COFFEE LTD,,VOLCAFE/TaylorWinch Tanzania Ltd,1624,Mbeya,IYENGA AMCOS,600,30.0,Kenya Coffee Traders Association,2025 / 2026,2025-09-04,Balam Hinyula,Bourbon,Completed,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10,10.0,7.92,0,85.0,0.11199999999999999,0.0,0,Green,5.0,2026-09-04,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,arabica,,,,,
Kenya,KAMUNDU ESTATE,SAS: 7416 AA TOP,Sasini Coffee Mill,,Sasini (K) Limited,1800-2100,MT KENYA,SASINI PLC - KAMUNDU ESTATE,65,60.0,Kenya Coffee Traders Association,2024 / 2025,2025-03-18,Eric Gatheca Gitau,SL28,Completed,Washed / Wet,8.0,7.83,7.75,7.75,7.75,8.0,10.0,10,10.0,7.83,0,84.92,0.10800000000000001,0.0,0,Greenish,5.0,2026-03-18,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,arabica,,,,,
Taiwan,卓武山咖啡,C18,卓武山咖啡,,Taiwan Coffee Laboratory,1200,嘉義/阿里山鄉,許峻榮,1,2.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.75,8.0,7.92,7.92,7.67,7.92,10.0,10,10.0,7.75,0,84.92,0.09300000000000001,0.0,0,Green,0.0,2026-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,村長天池咖啡(Zhang Chang Tian Chi Coffee Estate),2025臺南市國產精品咖啡評鑑批次,村長天池咖啡(Zhang Chang Tian Chi Coffee Estate),,Taiwan Coffee Laboratory,780,"臺南市東山區 Dongshan Dist., Tainan City","陳水連(Chen,Shuei-Lian)",1,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet,7.75,7.83,7.83,7.92,7.58,7.92,10.0,10,10.0,8.08,0,84.92,0.10800000000000001,0.0,0,GREENISH,0.0,2026-07-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,青葉咖啡莊園 Ching Ye Coffee Estate,"2024 Sustainable Specialty Coffee Farm Awards,S046",青葉咖啡莊園 Ching Ye Coffee Estate,,Taiwan Coffee Laboratory,1100,"嘉義縣梅山鄉 Meishan Township, Chiayi County","葉世遠 YEH,SHIN-YUAN",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.83,7.92,7.92,8.0,7.75,7.67,10.0,10,10.0,7.83,0,84.92,0.106,0.0,0,Green,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,馨晴咖啡莊園 Good Mood Coffee,"2024 Sustainable Specialty Coffee Farm Awards,S122",馨晴咖啡莊園 Good Mood Coffee,,Taiwan Coffee Laboratory,900,"南投縣國姓鄉 Guoxing Township, Nantou County","黃美桃 Huang, Mei Tao",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.92,8.08,7.75,7.92,7.67,7.75,10.0,10,10.0,7.83,0,84.92,0.096,0.0,0,Greenish,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Thailand,SOFT Coffee,Natural Carbonic,Mogojubean,,SOFT Coffee,1200-1300,Omkoi,Wish Junprasert,3,25.0,Specialty Coffee Institute of Thailand,2024 / 2025,2025-08-26,Wish Junprasert,Catimor,Completed,Natural / Dry,7.83,7.92,7.83,7.83,7.83,7.83,10.0,10,10.0,7.83,0,84.92,0.11599999999999999,0.0,0,Greenish,0.0,2026-08-26,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",arabica,,,,,
Guatemala,Finca las Brisas y Anexos,11/63/890,Beneficio Seco (Patios),11/63/890,Asociación Nacional del Cafe,1500-1600,Huehuetenango,Hervin Gustavo Aguirre Velásquez,300,30.0,Asociacion Nacional Del Café,2024 / 2025,2025-05-19,Evelin Isabel Hernández Paxtor,Bourbon,Completed,Washed / Wet,7.83,7.92,7.67,7.92,7.75,7.83,10.0,10,10.0,7.92,0,84.83,0.111,0.0,0,Green,4.0,2026-05-19,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080,arabica,,,,,
Taiwan,珍富咖啡,C03,珍富咖啡,,Taiwan Coffee Laboratory,1300,嘉義/阿里山鄉,浦珍珠,1,2.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,2025-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,Purpurascens,Completed,Washed / Wet,7.83,7.92,7.83,7.83,7.67,7.83,10.0,10,10.0,7.92,0,84.83,0.114,0.0,0,Blue-Green,0.0,2026-09-26,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Taiwan,鄭美珠的黃波旁 咖啡莊園,"2024 Sustainable Specialty Coffee Farm Awards,S090",鄭美珠的黃波旁 咖啡莊園,,Taiwan Coffee Laboratory,230,"花蓮縣瑞穗鄉 Ruisui Township, Hualien County","鄭美珠 ZHENG,MEI-ZHU",1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,Yellow Bourbon,Completed,Washed / Wet,7.92,7.92,7.75,7.83,7.75,7.83,10.0,10,10.0,7.83,0,84.83,0.10800000000000001,0.0,0,Green,0.0,2025-10-29,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",arabica,,,,,
Indonesia,Andi Septiadi,329,Yes,,Andi Septiadi,1400,Indonesia,Andi Septiadi,1,50.0,EKATA COFFEE CENTER,2024 / 2025,2025-10-13,shameel,Other,Completed,Natural / Dry,7.92,7.92,7.75,8.17,7.5,7.67,10.0,10,10.0,7.92,0,84.83,0.11599999999999999,0.0,0,yellow-green,1.0,2026-10-13,EKATA COFFEE CENTER,"321/1, SIRAGUNDA VILLAGE, KASABA HOBLI, MUGTHIHALLI, CHIKKAMAGALURU, KARNATAKA, 577101",Shameel CP // Vivek Kolathai - +919995959888. - +919746845248,arabica,,,,,
Brazil,Ofi - Olam Food Ingredients,S040263-5,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1600,96000.0,Brazil Specialty Coffee Association,2025,2025-09-23,ADRYELLI CRISTINA SILVA,Catuai,Completed,Natural / Dry,7.67,7.75,7.67,8.0,7.92,7.75,10.0,10,10.0,8.08,0,84.83,0.11,0.0,0,Green,0.0,2026-09-23,Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705,arabica,,,,,
Colombia,VARIOS,3-01-17559,"ALMACAFE ARMENIA, QUINDIO",3-01-17559,Federación de cafeteros de Colombia,1100 a 1800,QUINDIO,VARIOS,375,70.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,2025-09-26,Camilo Mosquera,,Completed,Washed / Wet,7.92,7.92,7.83,7.92,7.75,7.75,10.0,10,10.0,7.75,0,84.83,0.10099999999999999,0.0,0,Green,4.0,2026-09-26,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,arabica,,,,,
